,e_aq,H_r,OH_r,H2,H2O2
83.55555555555556,0.34453352257699776,0.2759481050197496,0.48100597567307274,0.7878349063197398,0.8626492404043639
85.06565656565657,0.3406559203905515,0.27427711364666596,0.47771649880637285,0.7894445022324307,0.8635221877919084
86.57575757575758,0.33685749149735944,0.2726280942757678,0.47450856407774095,0.7910481320651477,0.8643933524055459
88.08585858585859,0.3331368368638036,0.2710003976209561,0.4713619554938149,0.7926530139476995,0.8652623199101934
89.5959595959596,0.32949271795003243,0.26939337439613253,0.4682665109780847,0.7942663660098934,0.866128675970766
91.10606060606061,0.3259238962161946,0.2678063753151981,0.46522142134261435,0.7958954058367073,0.8669920062521808
92.61616161616162,0.32242913312243876,0.26623875109205397,0.46222623312394484,0.7975456687250998,0.8678518964193533
94.12626262626263,0.3190071901289135,0.2646898524406016,0.4592804928586176,0.799217289289436,0.8687079321372003
95.63636363636364,0.3156568286957674,0.2631590300747424,0.4563837470831736,0.8009093205569365,0.8695596990706372
97.14646464646465,0.3123768102831491,0.2616456347083772,0.45353554233415394,0.8026208155548251,0.870406782884581
98.65656565656566,0.3091658963512073,0.2601490170554076,0.4507354251480999,0.8043508273103216,0.8712487692439472
100.16666666666667,0.3060228483600904,0.25866852782973476,0.44798294206155237,0.8060984088506504,0.8720852438136525
101.67676767676768,0.3029464277699472,0.25720351774526007,0.4452776396110527,0.8078626132030315,0.8729157922586125
103.18686868686869,0.2999353960409261,0.2557533375158845,0.442619064333142,0.8096424933946887,0.8737400002437438
104.6969696969697,0.29698851463317594,0.25431733785550964,0.4400067627643614,0.8114371024528427,0.8745574534339624
106.20707070707071,0.2941045450068451,0.2528948694780365,0.43744028144125213,0.813245493404717,0.8753677374941845
107.71717171717172,0.29128224862208246,0.2514852830973665,0.43491916690035504,0.8150667192775319,0.8761704380893258
109.22727272727273,0.28852038693903637,0.25008792942740093,0.4324429656782117,0.8168998330985113,0.8769651408843038
110.73737373737374,0.2858177214178556,0.2487021591820409,0.4300112243113628,0.8187438878948758,0.877751431544033
112.24747474747475,0.2831730135186888,0.24732732307518784,0.42762348933634986,0.8205979366938484,0.8785288957334307
113.75757575757576,0.2805850247016844,0.2459627718207429,0.4252793072897137,0.8224610325226509,0.8792971191174126
115.26767676767678,0.27805251642699114,0.24460785613260733,0.42297822470799584,0.8243322284085051,0.8800556873608953
116.77777777777779,0.2755742501547575,0.24326192672468255,0.4207197881277369,0.8262105773786333,0.8808041861287945
118.2878787878788,0.2731489873451322,0.24192433431086968,0.4185035440854786,0.8280951324602579,0.8815422010860263
119.7979797979798,0.2707754894582638,0.2405944329137437,0.4163290391177616,0.8299849466806006,0.8822693411515686
121.30808080808082,0.2684525179543011,0.23927188385988774,0.4141958197611273,0.8318790730668835,0.8829855403785873
122.81818181818183,0.26617883429518446,0.23795690084741689,0.4121034325521169,0.8337765646463284,0.8836909719305275
124.32828282828284,0.26395322829603995,0.2366497552444869,0.4100514240272714,0.8356764744461579,0.8843858145091482
125.83838383838385,0.2617745899370198,0.23535071841925334,0.40803933341039617,0.8375778554935939,0.8850702468162068
127.34848484848486,0.2596418313065554,0.23406006173987182,0.4060666340373484,0.8394797608158584,0.8857444475534618
